"ID","sex","birthday","natalPride","lastSeenDate","lastSeenStatus","deathOccasion","captureOccasion","captureDate","captureBegin","captureNorth","captureEast","season","year","habitat","habitatCode","age","stage","stageNb","group","survival","reproduction","reproStage","cubs","nb_af_pride","coal_size","nb_nm_coal_hr"
"ID69","M","1996-07-15","UNK","2003-12-02",NA,NA,36,"2002-06-15","10:57:00",9726090,715150,"dry",2002,"woodland",1,72,"RM",9,"GRP26",1,NA,NA,NA,6,2,11
"ID1198","F","1996-04-15","TR","2007-10-25",NA,NA,36,"2002-06-15","10:57:00",9726090,715150,"dry",2002,"woodland",1,75,"AF",3,"GRP300",1,0,"NR",NA,6,NA,5
"ID1130","F","1991-01-15","TR","2003-12-02",NA,NA,36,"2002-06-15","09:55:00",9727720,714880,"dry",2002,"woodland",1,138,"AF",3,"GRP300",1,0,"NR",NA,6,NA,5
"ID1203","F","1996-06-15","TR","2004-09-08","D",41,36,"2002-06-15","09:55:00",9727720,714880,"dry",2002,"woodland",1,73,"AF",3,"GRP300",1,0,"NR",NA,6,NA,5
"ID1332","F","2000-01-15","YT","2008-11-08",NA,NA,36,"2002-06-15","16:52:00",9727780,715060,"dry",2002,"woodland",1,30,"AF",3,"GRP300",1,0,"NR",NA,6,NA,5
"ID1333","F","2000-01-15","YT","2003-03-17",NA,NA,36,"2002-06-15","16:52:00",9727780,715060,"dry",2002,"woodland",1,30,"AF",3,"GRP300",1,0,"NR",NA,6,NA,5
"ID1334","F","2000-04-15","YT","2004-03-26",NA,NA,36,"2002-06-15","16:52:00",9727780,715060,"dry",2002,"woodland",1,27,"AF",3,"GRP300",1,0,"NR",NA,6,NA,5
"ID1111","M","1996-07-15","UNK","2002-07-02",NA,NA,36,"2002-06-15","11:15:00",9728870,711360,"dry",2002,"grassland",0,72,"RM",9,"GRP26",0,NA,NA,NA,6,2,11
"ID36","F","2001-01-15","BF","2014-07-04",NA,NA,37,"2002-11-15","07:42:00",9715960,734590,"wet",2003,"grassland",0,23,"SA2",2,"GRP16",1,NA,NA,NA,4,NA,2
"ID37","F","2001-01-15","BF","2013-04-12","D",58,37,"2002-11-15","07:42:00",9715960,734590,"wet",2003,"grassland",0,23,"SA2",2,"GRP16",1,NA,NA,NA,4,NA,2
"ID38","F","2001-09-15","BF","2006-05-06",NA,NA,37,"2002-11-15","07:42:00",9715960,734590,"wet",2003,"grassland",0,15,"SA1",1,"GRP16",1,NA,NA,NA,4,NA,2
"ID39","M","2001-09-15","BF","2003-11-06",NA,NA,37,"2002-11-15","07:42:00",9715960,734590,"wet",2003,"grassland",0,15,"SA1",1,"GRP16",1,NA,NA,NA,4,NA,2
"ID40","M","2001-09-15","BF","2003-02-28",NA,NA,37,"2002-11-15","07:42:00",9715960,734590,"wet",2003,"grassland",0,15,"SA1",1,"GRP16",0,NA,NA,NA,4,NA,2
"ID41","F","2001-09-15","BF","2003-02-28",NA,NA,37,"2002-11-15","07:42:00",9715960,734590,"wet",2003,"grassland",0,15,"SA1",1,"GRP16",0,NA,NA,NA,4,NA,2
"ID54","F","1991-04-15","BF","2006-03-15",NA,NA,37,"2002-11-15","07:42:00",9715960,734590,"wet",2003,"grassland",0,140,"AF",3,"GRP16",1,0,"NR",NA,4,NA,2
"ID56","F","1991-08-15","BF","2004-07-06","D",41,37,"2002-11-15","07:42:00",9715960,734590,"wet",2003,"grassland",0,136,"AF",3,"GRP16",1,NA,"RAF_3",NA,4,NA,2
"ID280","M","1996-10-15","GU","2004-05-05",NA,NA,37,"2002-11-15","12:21:00",9715090,741910,"wet",2003,"grassland",0,74,"RM",9,"GRP92",1,NA,NA,NA,4,3,1
"ID285","M","1997-03-15","GU","2007-01-18",NA,NA,37,"2002-11-15","12:21:00",9715090,741910,"wet",2003,"grassland",0,69,"RM",9,"GRP92",1,NA,NA,NA,4,3,1
"ID32","F","1998-08-15","BF","2003-05-15",NA,NA,37,"2002-11-15","12:30:00",9713650,742880,"wet",2003,"grassland",0,52,"AF",3,"GRP16",0,NA,NA,NA,4,NA,2
"ID282","M","1997-02-15","GU","2005-11-21",NA,NA,37,"2002-11-15","07:35:00",9706960,740460,"wet",2003,"woodland",1,70,"RM",9,"GRP92",1,NA,NA,NA,4,3,1
"ID31","F","1998-08-15","BF","2005-11-11",NA,NA,37,"2002-11-15","13:05:00",9717250,735350,"wet",2003,"grassland",0,52,"AF",3,"GRP16",1,1,"NR",1,4,NA,2
"ID167","F","1997-10-15","CS","2004-12-20","D",42,37,"2002-11-15","09:40:00",9733150,700550,"wet",2003,"woodland",1,62,"AF",3,"GRP46",1,1,"NR",0,2,NA,2
"ID170","M","1998-02-15","CS","2006-10-14",NA,NA,37,"2002-11-15","09:40:00",9733150,700550,"wet",2003,"grassland",0,58,"NM",8,"GRP50",1,NA,NA,NA,NA,1,NA
"ID1216","M","1999-05-15","TR","2002-12-23",NA,NA,37,"2002-11-15","09:10:00",9732470,701290,"wet",2003,"grassland",0,43,"RM",9,"GRP276",0,NA,NA,NA,2,3,1
"ID168","F","1997-10-15","CS","2003-05-19",NA,NA,37,"2002-11-15","09:10:00",9732470,701290,"wet",2003,"woodland",1,62,"AF",3,"GRP46",0,NA,NA,NA,2,NA,2
"ID1209","M","1998-08-15","TR","2003-03-26",NA,NA,37,"2002-11-15","09:24:00",9729940,699320,"wet",2003,"woodland",1,52,"RM",9,"GRP276",0,NA,NA,NA,2,3,1
"ID1214","M","1998-08-15","TR","2003-01-14",NA,NA,37,"2002-11-15","09:24:00",9729940,699320,"wet",2003,"woodland",1,52,"RM",9,"GRP276",0,NA,NA,NA,2,3,1
"ID873","M","1994-07-15","UNK","2006-03-04",NA,NA,37,"2002-11-15","11:57:00",9732380,700570,"wet",2003,"woodland",1,101,"RM",9,"GRP105",1,NA,NA,NA,7,3,1
"ID310","M","1994-07-15","UNK","2006-05-12",NA,NA,37,"2002-11-15","18:14:00",9731630,702880,"wet",2003,"woodland",1,101,"RM",9,"GRP105",1,NA,NA,NA,7,3,1
"ID587","F","1993-07-15","MK","2009-07-10","D",51,37,"2002-11-15","08:10:00",9721140,719350,"wet",2003,"grassland",0,113,"AF",3,"GRP52",1,1,"NR",NA,8,NA,2
"ID603","F","1993-09-15","MK","2005-10-04",NA,NA,37,"2002-11-15","12:41:00",9721070,720420,"wet",2003,"grassland",0,111,"AF",3,"GRP52",1,1,"NR",NA,8,NA,2
"ID601","F","1993-09-15","MK","2010-11-19",NA,NA,37,"2002-11-15","17:09:00",9725730,715740,"wet",2003,"grassland",0,111,"AF",3,"GRP52",1,0,"NR",NA,8,NA,2
"ID195","F","1999-03-15","CV","2012-09-21",NA,NA,37,"2002-11-15","09:31:00",9723430,713270,"wet",2003,"grassland",0,45,"AF",3,"GRP52",1,0,"NR",NA,8,NA,2
"ID204","M","2001-02-15","CV","2004-06-23",NA,NA,37,"2002-11-15","09:31:00",9723430,713270,"wet",2003,"grassland",0,22,"SA2",2,"GRP52",1,NA,NA,NA,8,NA,2
"ID205","F","2001-02-15","CV","2012-02-03",NA,NA,37,"2002-11-15","09:31:00",9723430,713270,"wet",2003,"woodland",1,22,"SA2",2,"GRP52",1,NA,NA,NA,8,NA,2
"ID206","M","2001-04-15","CV","2003-10-23",NA,NA,37,"2002-11-15","09:31:00",9723430,713270,"wet",2003,"woodland",1,20,"SA2",2,"GRP52",1,NA,NA,NA,8,NA,2
"ID207","F","2001-04-15","CV","2007-11-19",NA,NA,37,"2002-11-15","09:31:00",9723430,713270,"wet",2003,"woodland",1,20,"SA2",2,"GRP52",1,NA,NA,NA,8,NA,2
"ID208","M","2001-04-15","CV","2003-10-08",NA,NA,37,"2002-11-15","09:31:00",9723430,713270,"wet",2003,"grassland",0,20,"SA2",2,"GRP52",1,NA,NA,NA,8,NA,2
"ID209","F","2001-04-15","CV","2006-03-30",NA,NA,37,"2002-11-15","09:31:00",9723430,713270,"wet",2003,"woodland",1,20,"SA2",2,"GRP52",1,NA,NA,NA,8,NA,2
"ID210","M","2001-04-15","CV","2005-04-28",NA,NA,37,"2002-11-15","09:31:00",9723430,713270,"wet",2003,"grassland",0,20,"SA2",2,"GRP52",1,NA,NA,NA,8,NA,2
"ID211","F","2001-04-15","CV",NA,NA,NA,37,"2002-11-15","09:31:00",9723430,713270,"wet",2003,"grassland",0,20,"SA2",2,"GRP52",1,NA,NA,NA,8,NA,2
"ID212","M","2001-04-15","CV","2006-04-24",NA,NA,37,"2002-11-15","09:31:00",9723430,713270,"wet",2003,"grassland",0,20,"SA2",2,"GRP52",1,NA,NA,NA,8,NA,2
"ID584","F","1993-06-15","MK","2006-12-03",NA,NA,37,"2002-11-15","09:31:00",9723430,713270,"wet",2003,"woodland",1,114,"AF",3,"GRP52",1,0,"NR",NA,8,NA,2
"ID590","F","1993-07-15","MK","2005-09-05","D",43,37,"2002-11-15","09:31:00",9723430,713270,"wet",2003,"grassland",0,113,"AF",3,"GRP52",1,0,"NR",NA,8,NA,2
"ID600","F","1993-09-15","MK","2009-11-01",NA,NA,37,"2002-11-15","08:45:00",9722790,710200,"wet",2003,"grassland",0,111,"AF",3,"GRP52",1,0,"NR",NA,8,NA,2
"ID30","M","1995-03-15","BF","2003-11-11",NA,NA,37,"2002-11-15","09:00:00",9722790,709990,"wet",2003,"grassland",0,93,"RM",9,"GRP18",1,NA,NA,NA,7,2,5
"ID192","F","1999-03-15","CV",NA,NA,NA,37,"2002-11-15","10:28:00",9720690,718130,"wet",2003,"grassland",0,45,"AF",3,"GRP52",1,0,"NR",NA,8,NA,2
"ID852","M","1999-01-15","PN","2007-02-16",NA,NA,37,"2002-11-15","08:24:00",9718860,720690,"wet",2003,"grassland",0,47,"NM",8,"GRP199",1,NA,NA,NA,NA,2,NA
"ID843","F","1997-09-15","PN","2005-09-05",NA,NA,37,"2002-11-15","10:55:00",9710300,701450,"wet",2003,"grassland",0,63,"AF",3,"GRP71",1,1,"NR",NA,6,NA,2
"ID245","F","2002-09-15","PN","2004-01-17",NA,NA,37,"2002-11-15","04:02:00",9713530,699820,"wet",2003,"grassland",0,3,"C",12,"GRP71",1,NA,NA,NA,6,NA,2
"ID839","F","1997-01-15","PN","2008-08-14",NA,NA,37,"2002-11-15","04:02:00",9713530,699820,"wet",2003,"grassland",0,71,"AF",3,"GRP71",1,0,"NR",NA,6,NA,2
"ID842","F","1997-09-15","PN","2009-05-14",NA,NA,37,"2002-11-15","04:02:00",9713530,699820,"wet",2003,"grassland",0,63,"AF",3,"GRP71",1,NA,"RAF_1",NA,6,NA,2
"ID832","F","1995-10-15","PN","2006-01-07",NA,NA,37,"2002-11-15","09:21:00",9706270,711930,"wet",2003,"grassland",0,86,"AF",3,"GRP71",1,0,"NR",NA,6,NA,2
"ID833","F","1995-10-15","PN","2007-09-18",NA,NA,37,"2002-11-15","09:21:00",9706270,711930,"wet",2003,"grassland",0,86,"AF",3,"GRP71",1,1,"RAF_1",NA,6,NA,2
"ID826","F","1991-08-15","PN","2005-09-26",NA,NA,37,"2002-11-15","10:42:00",9707060,711860,"wet",2003,"grassland",0,136,"AF",3,"GRP71",1,1,"NR",NA,6,NA,2
"ID716","M","1996-04-15","N3","2003-12-07",NA,NA,37,"2002-11-15","16:16:00",9706890,711670,"wet",2003,"grassland",0,80,"RM",9,"GRP179",1,NA,NA,NA,4,2,2
"ID717","M","1996-04-15","N3","2003-04-02",NA,NA,37,"2002-11-15","14:44:00",9706880,712080,"wet",2003,"grassland",0,80,"RM",9,"GRP179",0,NA,NA,NA,4,2,2
"ID841","F","1997-03-15","PN","2008-08-14","D",49,37,"2002-11-15","14:59:00",9708600,711090,"wet",2003,"grassland",0,69,"AF",3,"GRP195",1,1,"NR",0,4,NA,2
"ID279","F","1993-09-15","GU","2004-05-29",NA,NA,37,"2002-11-15","11:56:00",9719840,717830,"wet",2003,"grassland",0,111,"AF",3,"GRP89",1,0,"NR",NA,5,NA,2
"ID278","F","1993-09-15","GU","2005-10-06","D",43,37,"2002-11-15","08:15:00",9711030,729010,"wet",2003,"grassland",0,111,"AF",3,"GRP89",1,0,"NR",NA,5,NA,2
"ID275","F","1993-08-15","GU","2006-12-29","D",46,37,"2002-11-15","11:43:00",9715680,723210,"wet",2003,"grassland",0,112,"AF",3,"GRP89",1,0,"NR",NA,5,NA,2
"ID286","F","1999-03-15","GU","2005-06-08",NA,NA,37,"2002-11-15","08:15:00",9701940,733480,"wet",2003,"grassland",0,45,"AF",3,"GRP89",1,1,"NR",NA,5,NA,2
"ID287","F","1999-03-15","GU","2007-08-15","D",47,37,"2002-11-15","08:15:00",9701940,733480,"wet",2003,"grassland",0,45,"AF",3,"GRP89",1,0,"NR",NA,5,NA,2
"ID495","M","1996-07-15","UNK","2005-04-04",NA,NA,37,"2002-11-15","06:56:00",9698170,737190,"wet",2003,"grassland",0,77,"RM",9,"GRP281",1,NA,NA,NA,4,3,1
"ID883","M","1997-07-15","UNK","2008-11-30",NA,NA,37,"2002-11-15","06:56:00",9698170,737190,"wet",2003,"grassland",0,65,"RM",9,"GRP281",1,NA,NA,NA,4,3,1
"ID1239","M","1996-07-15","UNK","2005-10-22",NA,NA,37,"2002-11-15","06:56:00",9698170,737190,"wet",2003,"grassland",0,77,"RM",9,"GRP281",1,NA,NA,NA,4,3,1
"ID835","F","1996-04-15","PN","2013-08-07",NA,NA,37,"2002-11-15","06:42:00",9709790,710630,"wet",2003,"grassland",0,80,"AF",3,"GRP111",1,NA,"NR",3,2,NA,2
"ID836","F","1996-04-15","PN","2010-02-04",NA,NA,37,"2002-11-15","07:08:00",9710180,711530,"wet",2003,"grassland",0,80,"AF",3,"GRP111",1,1,"NR",3,2,NA,2
"ID343","M","1999-08-15","KB","2003-03-03",NA,NA,37,"2002-11-15","06:30:00",9698390,716590,"wet",2003,"woodland",1,40,"YM3",6,"GRP120",0,NA,NA,NA,4,NA,2
"ID344","F","1999-08-15","KB","2011-11-09",NA,NA,37,"2002-11-15","06:30:00",9698390,716590,"wet",2003,"grassland",0,40,"AF",3,"GRP120",1,0,"NR",NA,4,NA,2
"ID345","F","1999-10-15","KB","2007-02-04",NA,NA,37,"2002-11-15","06:30:00",9698390,716590,"wet",2003,"woodland",1,38,"AF",3,"GRP120",1,0,"NR",NA,4,NA,2
"ID346","F","1999-10-15","KB","2008-03-09",NA,NA,37,"2002-11-15","06:30:00",9698390,716590,"wet",2003,"woodland",1,38,"AF",3,"GRP120",1,0,"NR",NA,4,NA,2
"ID347","M","1999-10-15","KB","2003-02-22",NA,NA,37,"2002-11-15","06:30:00",9698390,716590,"wet",2003,"woodland",1,38,"YM3",6,"GRP120",0,NA,NA,NA,4,NA,2
"ID339","F","1995-05-15","KB","2006-12-15",NA,NA,37,"2002-11-15","13:18:00",9725410,722290,"wet",2003,"grassland",0,91,"AF",3,"GRP120",1,0,"NR",NA,4,NA,2
"ID460","F","1989-09-15","LL","2002-12-11","D",38,37,"2002-11-15","07:50:00",9729000,718850,"wet",2003,"woodland",1,159,"AF",3,"GRP129",0,NA,NA,NA,4,NA,2
"ID328","M","1996-07-15","UNK","2003-01-08",NA,NA,37,"2002-11-15","08:03:00",9730990,717090,"wet",2003,"woodland",1,77,"RM",9,"GRP103",0,NA,NA,NA,4,1,1
"ID384","F","2001-09-15","LL","2008-12-14","D",50,37,"2002-11-15","12:10:00",9729140,718690,"wet",2003,"woodland",1,15,"SA1",1,"GRP129",1,NA,NA,NA,4,NA,2
"ID383","M","1999-08-15","LL","2003-05-19",NA,NA,37,"2002-11-15","08:30:00",9729260,718600,"wet",2003,"woodland",1,40,"YM3",6,"GRP129",0,NA,NA,NA,4,NA,2
"ID377","F","1997-04-15","LL","2009-12-15",NA,NA,37,"2002-11-15","09:57:00",9727610,721170,"wet",2003,"woodland",1,68,"AF",3,"GRP129",1,0,"NR",NA,4,NA,2
"ID382","F","1999-08-15","LL","2011-11-02",NA,NA,37,"2002-11-15","09:57:00",9727610,721170,"wet",2003,"woodland",1,40,"AF",3,"GRP129",1,0,"NR",NA,4,NA,2
"ID380","F","1997-08-15","LL","2011-11-03",NA,NA,37,"2002-11-15","10:14:00",9728350,720770,"wet",2003,"woodland",1,64,"AF",3,"GRP129",1,0,"NR",NA,4,NA,2
"ID385","M","2001-09-15","LL","2004-05-03",NA,NA,37,"2002-11-15","10:14:00",9728350,720770,"wet",2003,"woodland",1,15,"SA1",1,"GRP129",1,NA,NA,NA,4,NA,2
"ID536","F","1994-11-15","MH","2003-05-12","D",38,37,"2002-11-15","11:44:00",9727430,700510,"wet",2003,"grassland",0,97,"AF",3,"GRP143",0,NA,NA,NA,11,NA,2
"ID553","F","2002-09-15","MH",NA,NA,NA,37,"2002-11-15","07:45:00",9724950,698170,"wet",2003,"grassland",0,3,"C",12,"GRP143",1,NA,NA,NA,11,NA,2
"ID554","F","2002-09-15","MH",NA,NA,NA,37,"2002-11-15","07:45:00",9724950,698170,"wet",2003,"grassland",0,3,"C",12,"GRP143",1,NA,NA,NA,11,NA,2
"ID555","M","2002-09-15","MH","2007-08-14",NA,NA,37,"2002-11-15","07:45:00",9724950,698170,"wet",2003,"grassland",0,3,"C",12,"GRP143",1,NA,NA,NA,11,NA,2
"ID1031","M","1991-09-15","UNK","2006-01-11",NA,NA,37,"2002-11-15","06:40:00",9723690,703740,"wet",2003,"grassland",0,135,"RM",9,"GRP230",1,NA,NA,NA,11,2,1
"ID550","F","1999-05-15","MH","2010-04-11","D",52,37,"2002-11-15","09:28:00",9724940,702360,"wet",2003,"grassland",0,43,"AF",3,"GRP143",1,NA,"NR",3,11,NA,2
"ID544","F","1999-05-15","MH","2009-12-25",NA,NA,37,"2002-11-15","18:30:00",9725950,701140,"wet",2003,"woodland",1,43,"AF",3,"GRP143",1,NA,"NR",0,11,NA,2
"ID552","F","1999-06-15","MH",NA,NA,NA,37,"2002-11-15","18:30:00",9725950,701140,"wet",2003,"grassland",0,42,"AF",3,"GRP143",1,NA,"NR",2,11,NA,2
"ID541","F","1999-05-15","MH","2008-02-19",NA,NA,37,"2002-11-15","10:37:00",9724220,698650,"wet",2003,"woodland",1,43,"AF",3,"GRP143",1,0,"NR",NA,11,NA,2
"ID543","F","1999-05-15","MH","2003-07-03",NA,NA,37,"2002-11-15","16:31:00",9725760,699230,"wet",2003,"grassland",0,43,"AF",3,"GRP143",0,NA,NA,NA,11,NA,2
"ID539","F","1998-08-15","MH","2003-01-09",NA,NA,37,"2002-11-15","16:01:00",9721350,704890,"wet",2003,"grassland",0,52,"AF",3,"GRP143",0,NA,NA,NA,11,NA,2
"ID540","F","1999-05-15","MH","2005-11-01",NA,NA,37,"2002-11-15","16:01:00",9721350,704890,"wet",2003,"grassland",0,43,"AF",3,"GRP143",1,1,"NR",0,11,NA,2
"ID249","M","1991-09-15","UNK","2006-06-02",NA,NA,37,"2002-11-15","13:15:00",9725010,703520,"wet",2003,"grassland",0,135,"RM",9,"GRP230",1,NA,NA,NA,11,2,1
"ID512","F","1988-08-15","MH","2003-12-03",NA,NA,37,"2002-11-15","18:40:00",9724470,704380,"wet",2003,"grassland",0,172,"AF",3,"GRP143",1,0,"NR",NA,11,NA,2
"ID549","F","1999-05-15","MH","2014-04-06","D",60,37,"2002-11-15","11:29:00",9724530,703310,"wet",2003,"woodland",1,43,"AF",3,"GRP143",1,0,"NR",NA,11,NA,2
"ID511","F","1989-01-15","MH","2004-02-28",NA,NA,37,"2002-11-15","15:48:00",9724840,702190,"wet",2003,"grassland",0,167,"AF",3,"GRP143",1,0,"NR",NA,11,NA,2
"ID608","F","1996-07-15","MK","2009-09-14",NA,NA,37,"2002-11-15","12:32:00",9724310,709790,"wet",2003,"grassland",0,77,"AF",3,"GRP152",1,1,"RAF_4",NA,7,NA,2
"ID59","M","1994-05-15","BF","2003-05-12","D",38,37,"2002-11-15","12:30:00",9723010,709370,"wet",2003,"grassland",0,103,"RM",9,"GRP18",0,NA,NA,NA,7,2,5
"ID604","F","1996-04-15","MK","2012-06-09",NA,NA,37,"2002-11-15","12:30:00",9723010,709370,"wet",2003,NA,NA,80,"AF",3,"GRP152",1,1,"NR",0,7,NA,2
"ID623","F","2001-10-15","MK","2011-04-29","D*",54,37,"2002-11-15","12:30:00",9723010,709370,"wet",2003,"grassland",0,14,"SA1",1,"GRP152",1,NA,NA,NA,7,NA,2
"ID614","F","1997-02-15","MK","2012-04-21",NA,NA,37,"2002-11-15","12:55:00",9725730,709380,"wet",2003,"grassland",0,70,"AF",3,"GRP152",1,NA,"RAF_1",NA,7,NA,2
"ID613","F","1996-09-15","MK","2009-06-29","D",51,37,"2002-11-15","02:54:00",NA,NA,"wet",2003,"grassland",0,75,"AF",3,"GRP152",1,0,"NR",NA,7,NA,2
"ID621","M","2001-04-15","MK","2004-11-14",NA,NA,37,"2002-11-15","02:54:00",NA,NA,"wet",2003,"grassland",0,20,"SA2",2,"GRP152",1,NA,NA,NA,7,NA,2
"ID622","F","2001-09-15","MK","2003-02-21",NA,NA,37,"2002-11-15","02:54:00",NA,NA,"wet",2003,"grassland",0,15,"SA1",1,"GRP152",0,NA,NA,NA,7,NA,2
"ID605","F","1996-04-15","MK","2013-04-21",NA,NA,37,"2002-11-15","03:13:00",NA,NA,"wet",2003,"grassland",0,80,"AF",3,"GRP152",1,0,"NR",NA,7,NA,2
"ID624","M","2002-02-15","MK","2006-07-28",NA,NA,37,"2002-11-15","11:06:00",9721470,717270,"wet",2003,"grassland",0,10,"J",12,"GRP152",1,NA,NA,NA,7,NA,2
"ID625","M","2002-02-15","MK","2004-02-06",NA,NA,37,"2002-11-15","11:06:00",9721470,717270,"wet",2003,"grassland",0,10,"J",12,"GRP152",1,NA,NA,NA,7,NA,2
"ID626","M","2002-02-15","MK","2006-06-30",NA,NA,37,"2002-11-15","11:06:00",9721470,717270,"wet",2003,"grassland",0,10,"J",12,"GRP152",1,NA,NA,NA,7,NA,2
"ID627","F","2002-03-15","MK","2009-10-19",NA,NA,37,"2002-11-15","11:06:00",9721470,717270,"wet",2003,"grassland",0,9,"J",12,"GRP152",1,NA,NA,NA,7,NA,2
"ID628","F","2002-03-15","MK",NA,NA,NA,37,"2002-11-15","11:06:00",9721470,717270,"wet",2003,"grassland",0,9,"J",12,"GRP152",1,NA,NA,NA,7,NA,2
"ID636","F","1990-04-15","MK","2005-07-23",NA,NA,37,"2002-11-15","11:06:00",9721470,717270,"wet",2003,"grassland",0,152,"AF",3,"GRP152",1,NA,"RAF_2",NA,7,NA,2
"ID611","F","1996-08-15","MK","2005-09-29",NA,NA,37,"2002-11-15","09:31:00",9721460,717260,"wet",2003,"grassland",0,76,"AF",3,"GRP152",1,0,"NR",NA,7,NA,2
"ID668","F","1991-07-15","MS","2004-02-09",NA,NA,37,"2002-11-15","11:14:00",9723000,703660,"wet",2003,"grassland",0,137,"AF",3,"GRP164",1,1,"RAF_4",NA,1,NA,2
"ID674","F","2001-05-15","MS","2009-06-08","D",50,37,"2002-11-15","11:14:00",9723000,703660,"wet",2003,NA,NA,19,"SA2",2,"GRP164",1,NA,NA,NA,1,NA,2
"ID259","M","1997-01-15","UNK","2009-09-22",NA,NA,37,"2002-11-15","08:11:00",9719380,701200,"wet",2003,"grassland",0,71,"NM",8,"GRP65",1,NA,NA,NA,NA,1,NA
"ID1002","M","1997-06-15","SB","2003-01-22",NA,NA,37,"2002-11-15","11:27:00",9678190,724820,"wet",2003,"grassland",0,66,"RM",9,"GRP222",0,NA,NA,NA,3,3,1
"ID1005","M","1997-07-15","SB","2003-02-21",NA,NA,37,"2002-11-15","11:27:00",9678190,724820,"wet",2003,"grassland",0,65,"RM",9,"GRP222",0,NA,NA,NA,3,3,1
"ID489","F","1987-01-15","N3","2006-10-14",NA,NA,37,"2002-11-15","10:29:00",9678310,725490,"wet",2003,"grassland",0,191,"AF",3,"GRP170",1,0,"NR",NA,3,NA,2
"ID693","F","1992-02-15","N3","2006-03-08",NA,NA,37,"2002-11-15","10:29:00",9678310,725490,"wet",2003,"grassland",0,130,"AF",3,"GRP170",1,0,"NR",NA,3,NA,2
"ID723","F","1998-05-15","N3",NA,NA,NA,37,"2002-11-15","10:29:00",9678310,725490,"wet",2003,"grassland",0,55,"AF",3,"GRP170",1,1,"NR",NA,3,NA,2
"ID1003","M","1997-06-15","SB","2003-02-21",NA,NA,37,"2002-11-15","13:22:00",9690720,727060,"wet",2003,"grassland",0,66,"RM",9,"GRP222",0,NA,NA,NA,3,3,1
"ID5","M","1999-10-15","JA","2004-11-27",NA,NA,37,"2002-11-15","06:24:00",9713740,709051,"wet",2003,"grassland",0,38,"NM",8,"GRP2",1,NA,NA,NA,NA,2,NA
"ID849","M","1999-01-15","PN","2002-12-12",NA,NA,37,"2002-11-15","07:23:00",9722370,717090,"wet",2003,"woodland",1,47,"NM",8,"GRP199",0,NA,NA,NA,NA,2,NA
"ID542","M","1999-05-15","MH","2003-11-17",NA,NA,37,"2002-11-15","18:18:00",9699700,743030,"wet",2003,"grassland",0,43,"NM",8,"GRP145",1,NA,NA,NA,NA,1,NA
"ID545","M","1999-05-15","MH","2004-07-11",NA,NA,37,"2002-11-15","18:18:00",9699700,743030,"wet",2003,"grassland",0,43,"NM",8,"GRP146",1,NA,NA,NA,NA,1,NA
"ID193","M","1999-03-15","CV","2007-12-16",NA,NA,37,"2002-11-15","13:17:00",9708350,717190,"wet",2003,"grassland",0,45,"NM",8,"GRP59",1,NA,NA,NA,NA,1,NA
"ID253","M","1999-07-15","UNK","2003-03-26",NA,NA,37,"2002-11-15","09:40:00",9729780,695510,"wet",2003,"woodland",1,41,"NM",8,"GRP78",0,NA,NA,NA,NA,1,NA
"ID546","M","1999-05-15","MH","2005-01-21",NA,NA,37,"2002-11-15","12:55:00",9683600,733910,"wet",2003,"grassland",0,43,"NM",8,"GRP2",1,NA,NA,NA,NA,2,NA
"ID752","F","1990-08-15","NW","2004-04-10","D",40,37,"2002-11-15","08:40:00",9736870,702700,"wet",2003,"woodland",1,148,"AF",3,"GRP185",1,0,"NR",NA,6,NA,2
"ID757","F","1992-03-15","NW","2004-04-15",NA,NA,37,"2002-11-15","08:40:00",9736870,702700,"wet",2003,"grassland",0,129,"AF",3,"GRP185",1,0,"NR",NA,6,NA,2
"ID1028","M","1994-07-15","UNK","2006-02-20",NA,NA,37,"2002-11-15","08:50:00",9735580,702560,"wet",2003,"woodland",1,101,"RM",9,"GRP105",1,NA,NA,NA,7,3,1
"ID765","F","1996-04-15","NW","2003-10-26",NA,NA,37,"2002-11-15","08:50:00",9735580,702560,"wet",2003,"grassland",0,80,"AF",3,"GRP185",1,0,"NR",NA,6,NA,2
"ID768","F","1998-11-15","NW","2003-11-08","D",39,37,"2002-11-15","08:00:00",9736420,703990,"wet",2003,"woodland",1,49,"AF",3,"GRP185",1,NA,"NR",3,6,NA,2
"ID775","F","1999-04-15","NW","2005-10-28",NA,NA,37,"2002-11-15","08:55:00",9736190,703540,"wet",2003,"woodland",1,44,"AF",3,"GRP185",1,0,"NR",NA,6,NA,2
"ID767","F","1996-05-15","NW","2003-10-26",NA,NA,37,"2002-11-15","07:50:00",9737200,701930,"wet",2003,"woodland",1,79,"AF",3,"GRP185",1,NA,"NR",0,6,NA,2
"ID829","F","1995-03-15","PN","2005-03-04",NA,NA,37,"2002-11-15","10:51:00",9713790,700010,"wet",2003,"grassland",0,93,"AF",3,"GRP195",1,NA,"NR",3,4,NA,2
"ID830","F","1995-03-15","PN","2008-05-08",NA,NA,37,"2002-11-15","10:51:00",9713790,700010,"wet",2003,"grassland",0,93,"AF",3,"GRP195",1,1,"NR",NA,4,NA,2
"ID856","F","2000-09-15","PN","2008-10-26",NA,NA,37,"2002-11-15","10:51:00",9713790,700010,"wet",2003,"grassland",0,27,"AF",3,"GRP195",1,0,"NR",NA,4,NA,2
